hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Green Valley Hospital,28.7,77.3,2023,9,46,22,Cardiology,Dr Kim,Yes,No,3,320,5
Metro Hospital,28.65,77.25,2022,11,61,30,Orthopedic,Dr Patel,Yes,No,2,240,2
Green Valley Hospital,28.7,77.3,2023,21,70,48,Cardiology,Dr Wright,Yes,No,3,326,4
City Hospital,28.61,77.2,2022,6,2,5,Orthopedic,Dr Verma,Yes,No,2,281,8
City Hospital,28.61,77.2,2022,7,0,0,Dental,Dr Wong,Yes,No,1,185,6
Metro Hospital,28.65,77.25,2022,20,77,47,Orthopedic,Dr Reddy,Yes,No,2,290,2
City Hospital,28.61,77.2,2023,15,28,23,Orthopedic,Dr Sharma,Yes,No,2,284,6
Metro Hospital,28.65,77.25,2022,13,52,70,X-ray,Dr Ray,No,Yes,4,499,3
City Hospital,28.61,77.2,2022,8,30,20,Cardiology,Dr Kim,Yes,No,3,350,6
City Hospital,28.61,77.2,2023,22,0,0,Dental,Dr Wong,Yes,No,1,199,7
Green Valley Hospital,28.7,77.3,2024,6,2,4,Cardiology,Dr Lee,Yes,No,3,347,8
City Hospital,28.61,77.2,2022,9,46,22,Orthopedic,Dr Patel,Yes,No,2,284,7
City Hospital,28.61,77.2,2023,20,81,42,Cardiology,Dr Lee,Yes,No,3,337,3
City Hospital,28.61,77.2,2023,12,60,41,Dental,Dr Singh,Yes,No,1,119,5
City Hospital,28.61,77.2,2024,6,44,25,Emergency,Dr Smith,Yes,No,0,56,5
City Hospital,28.61,77.2,2024,18,71,66,Orthopedic,Dr Reddy,No,Yes,2,276,2
Metro Hospital,28.65,77.25,2022,12,77,41,Orthopedic,Dr Patel,Yes,No,2,271,4
City Hospital,28.61,77.2,2022,5,33,42,Emergency,Dr Doe,No,Yes,0,21,5
City Hospital,28.61,77.2,2022,9,54,29,Dental,Dr Singh,Yes,No,1,178,5
Green Valley Hospital,28.7,77.3,2024,13,128,94,Emergency,Dr Khan,Yes,No,0,16,0
Metro Hospital,28.65,77.25,2022,21,78,38,Cardiology,Dr Gupta,Yes,No,3,317,3
Green Valley Hospital,28.7,77.3,2022,18,66,60,X-ray,Dr Das,No,Yes,4,439,3
City Hospital,28.61,77.2,2023,8,32,24,Orthopedic,Dr Sharma,Yes,No,2,299,6
City Hospital,28.61,77.2,2023,18,63,79,X-ray,Dr Ray,No,Yes,4,483,2
Green Valley Hospital,28.7,77.3,2024,10,156,65,Emergency,Dr Khan,Yes,No,0,51,0
City Hospital,28.61,77.2,2022,15,99,49,Emergency,Dr Smith,Yes,No,0,50,3
Metro Hospital,28.65,77.25,2022,10,93,48,Dental,Dr Singh,Yes,No,1,122,0
Green Valley Hospital,28.7,77.3,2024,22,29,18,Orthopedic,Dr Reddy,Yes,No,2,223,6
City Hospital,28.61,77.2,2022,16,25,19,X-ray,Dr Das,Yes,No,4,452,6
Green Valley Hospital,28.7,77.3,2024,19,60,33,X-ray,Dr Ray,Yes,No,4,480,3
Metro Hospital,28.65,77.25,2022,9,40,18,X-ray,Dr Das,Yes,No,4,431,6
City Hospital,28.61,77.2,2022,10,94,51,Cardiology,Dr Wright,Yes,No,3,340,0
Green Valley Hospital,28.7,77.3,2023,6,0,0,Dental,Dr Ali,Yes,No,1,143,6
City Hospital,28.61,77.2,2024,10,128,117,Emergency,Dr Khan,No,Yes,0,67,0
Metro Hospital,28.65,77.25,2023,16,26,36,Orthopedic,Dr Verma,No,Yes,2,293,5
Metro Hospital,28.65,77.25,2024,17,77,36,Emergency,Dr Khan,Yes,No,0,61,3
Metro Hospital,28.65,77.25,2022,19,82,54,Dental,Dr Ali,Yes,No,1,173,3
Green Valley Hospital,28.7,77.3,2024,19,89,93,Cardiology,Dr Wright,No,Yes,3,341,1
Green Valley Hospital,28.7,77.3,2024,11,75,32,Dental,Dr Wong,Yes,No,1,177,2
Metro Hospital,28.65,77.25,2024,15,41,28,Dental,Dr Wong,Yes,No,1,131,7
City Hospital,28.61,77.2,2022,20,89,41,Orthopedic,Dr Sharma,Yes,No,2,267,1
Green Valley Hospital,28.7,77.3,2023,15,59,31,Emergency,Dr Khan,Yes,No,0,91,4
Green Valley Hospital,28.7,77.3,2022,12,156,80,Emergency,Dr Allen,Yes,No,0,56,0
City Hospital,28.61,77.2,2022,5,9,9,X-ray,Dr Das,Yes,No,4,493,8
City Hospital,28.61,77.2,2023,0,54,29,Orthopedic,Dr Sharma,Yes,No,2,284,5
Metro Hospital,28.65,77.25,2024,17,72,48,Emergency,Dr Smith,Yes,No,0,75,2
City Hospital,28.61,77.2,2022,22,35,27,Orthopedic,Dr Reddy,Yes,No,2,273,3
City Hospital,28.61,77.2,2023,22,47,31,Cardiology,Dr Wright,Yes,No,3,336,5
City Hospital,28.61,77.2,2023,4,1,3,Dental,Dr Singh,Yes,No,1,130,6
Green Valley Hospital,28.7,77.3,2023,19,95,79,Cardiology,Dr Gupta,No,Yes,3,387,1
Metro Hospital,28.65,77.25,2022,17,49,22,Cardiology,Dr Wright,Yes,No,3,383,4
Metro Hospital,28.65,77.25,2023,18,92,50,Cardiology,Dr Lee,Yes,No,3,349,1
Green Valley Hospital,28.7,77.3,2022,3,4,4,Cardiology,Dr Lee,Yes,No,3,358,7
Metro Hospital,28.65,77.25,2024,16,47,67,Dental,Dr Ali,No,Yes,1,138,6
Metro Hospital,28.65,77.25,2024,22,51,37,Orthopedic,Dr Patel,Yes,No,2,246,6
Metro Hospital,28.65,77.25,2024,16,109,75,Emergency,Dr Doe,Yes,No,0,25,0
Metro Hospital,28.65,77.25,2022,14,133,61,Emergency,Dr Smith,Yes,No,0,13,0
City Hospital,28.61,77.2,2024,7,65,32,Emergency,Dr Allen,Yes,No,0,92,3
Green Valley Hospital,28.7,77.3,2024,14,87,58,Dental,Dr Wong,Yes,No,1,180,2
Metro Hospital,28.65,77.25,2024,15,26,18,Orthopedic,Dr Patel,Yes,No,2,230,9
Metro Hospital,28.65,77.25,2023,0,25,17,Orthopedic,Dr Patel,Yes,No,2,265,6
City Hospital,28.61,77.2,2022,12,84,46,Cardiology,Dr Lee,Yes,No,3,377,1
Metro Hospital,28.65,77.25,2023,5,47,28,Emergency,Dr Allen,Yes,No,0,10,5
City Hospital,28.61,77.2,2022,22,32,25,Cardiology,Dr Lee,Yes,No,3,369,4
Green Valley Hospital,28.7,77.3,2022,2,14,9,X-ray,Dr Das,Yes,No,4,440,6
City Hospital,28.61,77.2,2022,16,44,32,Orthopedic,Dr Sharma,Yes,No,2,258,7
Green Valley Hospital,28.7,77.3,2023,17,49,28,Dental,Dr Wong,Yes,No,1,157,5
City Hospital,28.61,77.2,2022,0,2,33,Dental,Dr Ali,No,Yes,1,198,6
Green Valley Hospital,28.7,77.3,2024,21,86,56,Cardiology,Dr Lee,Yes,No,3,356,3
City Hospital,28.61,77.2,2022,9,30,21,Cardiology,Dr Gupta,Yes,No,3,387,6
City Hospital,28.61,77.2,2024,11,134,83,Emergency,Dr Allen,Yes,No,0,11,0
Green Valley Hospital,28.7,77.3,2023,9,33,24,Orthopedic,Dr Verma,Yes,No,2,217,7
Green Valley Hospital,28.7,77.3,2023,23,70,41,Emergency,Dr Khan,Yes,No,0,31,3
City Hospital,28.61,77.2,2024,17,28,16,Dental,Dr Singh,Yes,No,1,148,5
City Hospital,28.61,77.2,2024,22,68,40,Emergency,Dr Smith,Yes,No,0,16,5
Green Valley Hospital,28.7,77.3,2023,11,78,47,Dental,Dr Ali,Yes,No,1,135,3
Metro Hospital,28.65,77.25,2023,2,46,57,Emergency,Dr Doe,No,Yes,0,58,4
Metro Hospital,28.65,77.25,2022,0,25,20,X-ray,Dr Ray,Yes,No,4,448,8
Green Valley Hospital,28.7,77.3,2024,19,102,61,Cardiology,Dr Kim,Yes,No,3,341,1
Metro Hospital,28.65,77.25,2022,4,38,24,Emergency,Dr Khan,Yes,No,0,82,5
City Hospital,28.61,77.2,2022,0,48,57,Orthopedic,Dr Verma,No,Yes,2,238,6
Metro Hospital,28.65,77.25,2023,5,8,32,Orthopedic,Dr Patel,No,Yes,2,255,10
Green Valley Hospital,28.7,77.3,2024,4,1,2,Dental,Dr Wong,Yes,No,1,167,9
City Hospital,28.61,77.2,2022,17,51,28,Cardiology,Dr Wright,Yes,No,3,329,3
Green Valley Hospital,28.7,77.3,2024,9,25,15,Dental,Dr Wong,Yes,No,1,144,7
Metro Hospital,28.65,77.25,2022,21,92,44,Orthopedic,Dr Patel,Yes,No,2,221,1
Metro Hospital,28.65,77.25,2022,23,26,15,Cardiology,Dr Kim,Yes,No,3,336,5
Metro Hospital,28.65,77.25,2023,7,2,6,Dental,Dr Wong,Yes,No,1,137,7
Metro Hospital,28.65,77.25,2023,5,3,2,Dental,Dr Singh,Yes,No,1,185,7
Green Valley Hospital,28.7,77.3,2022,11,64,34,X-ray,Dr Das,Yes,No,4,475,4
Green Valley Hospital,28.7,77.3,2023,5,1,5,Dental,Dr Wong,Yes,No,1,183,8
Green Valley Hospital,28.7,77.3,2023,12,144,128,Emergency,Dr Khan,No,Yes,0,99,0
City Hospital,28.61,77.2,2022,1,3,3,Orthopedic,Dr Reddy,Yes,No,2,285,8
Metro Hospital,28.65,77.25,2023,19,94,49,Dental,Dr Ali,Yes,No,1,112,0
City Hospital,28.61,77.2,2022,5,8,9,X-ray,Dr Ray,Yes,No,4,446,10
Metro Hospital,28.65,77.25,2024,5,8,8,Cardiology,Dr Gupta,Yes,No,3,396,7
City Hospital,28.61,77.2,2024,2,3,4,Orthopedic,Dr Reddy,Yes,No,2,237,8
Metro Hospital,28.65,77.25,2024,13,131,88,Emergency,Dr Allen,Yes,No,0,43,0
City Hospital,28.61,77.2,2024,16,52,25,Orthopedic,Dr Sharma,Yes,No,2,271,3
Green Valley Hospital,28.7,77.3,2024,10,153,66,Emergency,Dr Khan,Yes,No,0,59,0
Green Valley Hospital,28.7,77.3,2022,9,33,46,X-ray,Dr Das,No,Yes,4,492,6
City Hospital,28.61,77.2,2024,19,70,47,X-ray,Dr Ray,Yes,No,4,495,2
City Hospital,28.61,77.2,2023,8,36,57,Dental,Dr Singh,No,Yes,1,151,5
Metro Hospital,28.65,77.25,2024,1,2,1,Orthopedic,Dr Reddy,Yes,No,2,260,8
Metro Hospital,28.65,77.25,2024,1,36,18,Emergency,Dr Allen,Yes,No,0,39,4
Metro Hospital,28.65,77.25,2024,2,35,17,Emergency,Dr Smith,Yes,No,0,39,4
Green Valley Hospital,28.7,77.3,2023,17,25,15,Cardiology,Dr Lee,Yes,No,3,318,9
Metro Hospital,28.65,77.25,2023,10,71,29,Orthopedic,Dr Verma,Yes,No,2,217,4
City Hospital,28.61,77.2,2023,3,19,53,X-ray,Dr Ray,No,Yes,4,421,6
City Hospital,28.61,77.2,2024,1,17,33,X-ray,Dr Das,No,Yes,4,468,6
Green Valley Hospital,28.7,77.3,2022,4,43,23,Emergency,Dr Khan,Yes,No,0,60,6
Metro Hospital,28.65,77.25,2023,5,10,11,Orthopedic,Dr Verma,Yes,No,2,257,8
City Hospital,28.61,77.2,2022,14,82,37,Cardiology,Dr Wright,Yes,No,3,351,3
Green Valley Hospital,28.7,77.3,2024,16,25,19,Dental,Dr Ali,Yes,No,1,181,7
Metro Hospital,28.65,77.25,2022,18,80,48,Dental,Dr Ali,Yes,No,1,132,2
City Hospital,28.61,77.2,2022,1,4,39,Cardiology,Dr Wright,No,Yes,3,357,8
Metro Hospital,28.65,77.25,2022,9,32,51,Dental,Dr Wong,No,Yes,1,176,7
Green Valley Hospital,28.7,77.3,2023,15,41,23,Orthopedic,Dr Verma,Yes,No,2,251,4
City Hospital,28.61,77.2,2022,10,88,50,Orthopedic,Dr Sharma,Yes,No,2,288,1
Metro Hospital,28.65,77.25,2024,17,50,31,Cardiology,Dr Wright,Yes,No,3,375,6
City Hospital,28.61,77.2,2022,22,74,36,Emergency,Dr Allen,Yes,No,0,86,4
City Hospital,28.61,77.2,2022,23,24,20,X-ray,Dr Das,Yes,No,4,464,5
Green Valley Hospital,28.7,77.3,2022,14,62,35,Orthopedic,Dr Sharma,Yes,No,2,229,3
Metro Hospital,28.65,77.25,2024,12,70,48,Dental,Dr Singh,Yes,No,1,140,3
Green Valley Hospital,28.7,77.3,2024,6,46,27,Emergency,Dr Smith,Yes,No,0,25,6
Green Valley Hospital,28.7,77.3,2022,23,48,35,Orthopedic,Dr Patel,Yes,No,2,278,6
Metro Hospital,28.65,77.25,2024,9,42,23,X-ray,Dr Das,Yes,No,4,423,5
City Hospital,28.61,77.2,2022,22,97,55,Emergency,Dr Allen,Yes,No,0,82,1
Green Valley Hospital,28.7,77.3,2024,9,54,29,Dental,Dr Singh,Yes,No,1,149,6
City Hospital,28.61,77.2,2023,3,9,9,Orthopedic,Dr Verma,Yes,No,2,211,7
Green Valley Hospital,28.7,77.3,2023,9,72,45,Emergency,Dr Khan,Yes,No,0,16,2
Metro Hospital,28.65,77.25,2023,6,3,3,Dental,Dr Singh,Yes,No,1,180,10
Metro Hospital,28.65,77.25,2024,19,66,38,X-ray,Dr Das,Yes,No,4,477,4
Green Valley Hospital,28.7,77.3,2023,15,31,22,Orthopedic,Dr Reddy,Yes,No,2,267,6
Green Valley Hospital,28.7,77.3,2024,13,140,78,Emergency,Dr Allen,Yes,No,0,57,0
Metro Hospital,28.65,77.25,2024,20,70,83,Cardiology,Dr Kim,No,Yes,3,348,3
City Hospital,28.61,77.2,2022,12,62,36,X-ray,Dr Ray,Yes,No,4,410,4
Green Valley Hospital,28.7,77.3,2022,9,99,63,Emergency,Dr Khan,Yes,No,0,19,1
City Hospital,28.61,77.2,2023,17,35,24,Dental,Dr Singh,Yes,No,1,196,4
City Hospital,28.61,77.2,2024,16,35,17,X-ray,Dr Ray,Yes,No,4,452,4
Green Valley Hospital,28.7,77.3,2024,7,28,19,Cardiology,Dr Kim,Yes,No,3,347,8
Green Valley Hospital,28.7,77.3,2023,6,2,1,Cardiology,Dr Lee,Yes,No,3,356,7
Green Valley Hospital,28.7,77.3,2024,22,28,18,Cardiology,Dr Lee,Yes,No,3,317,4
Metro Hospital,28.65,77.25,2024,21,84,61,Orthopedic,Dr Verma,Yes,No,2,248,1
Metro Hospital,28.65,77.25,2024,16,75,42,Emergency,Dr Doe,Yes,No,0,57,3
City Hospital,28.61,77.2,2024,20,64,70,X-ray,Dr Das,No,Yes,4,414,4
City Hospital,28.61,77.2,2022,4,10,9,Orthopedic,Dr Reddy,Yes,No,2,236,7
Green Valley Hospital,28.7,77.3,2022,6,6,26,Orthopedic,Dr Verma,No,Yes,2,248,9
Metro Hospital,28.65,77.25,2022,19,79,59,Dental,Dr Wong,Yes,No,1,134,3
Green Valley Hospital,28.7,77.3,2023,1,5,4,Orthopedic,Dr Reddy,Yes,No,2,215,6
City Hospital,28.61,77.2,2023,18,72,43,Orthopedic,Dr Reddy,Yes,No,2,222,3
Green Valley Hospital,28.7,77.3,2024,20,135,61,Emergency,Dr Smith,Yes,No,0,10,0
Metro Hospital,28.65,77.25,2023,16,27,19,X-ray,Dr Ray,Yes,No,4,487,7
Metro Hospital,28.65,77.25,2024,3,9,46,X-ray,Dr Das,No,Yes,4,486,8
Metro Hospital,28.65,77.25,2024,2,12,7,X-ray,Dr Ray,Yes,No,4,466,8
City Hospital,28.61,77.2,2022,7,107,109,Emergency,Dr Doe,No,Yes,0,39,0
City Hospital,28.61,77.2,2022,2,2,40,Dental,Dr Singh,No,Yes,1,193,8
Metro Hospital,28.65,77.25,2022,12,90,37,Cardiology,Dr Wright,Yes,No,3,319,1
Green Valley Hospital,28.7,77.3,2023,15,76,44,Emergency,Dr Khan,Yes,No,0,55,4
Metro Hospital,28.65,77.25,2023,5,34,22,Emergency,Dr Doe,Yes,No,0,29,4
Metro Hospital,28.65,77.25,2023,18,83,58,Orthopedic,Dr Sharma,Yes,No,2,211,3
City Hospital,28.61,77.2,2024,7,2,6,Dental,Dr Wong,Yes,No,1,184,7
Metro Hospital,28.65,77.25,2024,16,84,47,Emergency,Dr Doe,Yes,No,0,75,4
Metro Hospital,28.65,77.25,2023,2,0,0,Dental,Dr Ali,Yes,No,1,152,10
Green Valley Hospital,28.7,77.3,2024,2,9,11,Cardiology,Dr Lee,Yes,No,3,314,6
City Hospital,28.61,77.2,2023,8,31,19,Orthopedic,Dr Patel,Yes,No,2,251,7
City Hospital,28.61,77.2,2022,22,31,20,X-ray,Dr Das,Yes,No,4,413,6
Metro Hospital,28.65,77.25,2023,1,28,17,Emergency,Dr Allen,Yes,No,0,71,4
Green Valley Hospital,28.7,77.3,2023,20,66,47,X-ray,Dr Ray,Yes,No,4,476,2
Green Valley Hospital,28.7,77.3,2022,2,2,4,Orthopedic,Dr Verma,Yes,No,2,243,10
Green Valley Hospital,28.7,77.3,2024,21,76,33,Cardiology,Dr Lee,Yes,No,3,395,3
Metro Hospital,28.65,77.25,2022,19,71,34,Dental,Dr Singh,Yes,No,1,130,4
Green Valley Hospital,28.7,77.3,2023,10,78,32,Cardiology,Dr Wright,Yes,No,3,397,3
Metro Hospital,28.65,77.25,2023,19,170,100,Emergency,Dr Smith,Yes,No,0,58,0
Green Valley Hospital,28.7,77.3,2024,10,82,57,Dental,Dr Wong,Yes,No,1,118,3
City Hospital,28.61,77.2,2024,16,36,17,Dental,Dr Ali,Yes,No,1,162,7
Green Valley Hospital,28.7,77.3,2023,1,16,13,X-ray,Dr Das,Yes,No,4,417,8
City Hospital,28.61,77.2,2022,20,101,50,Dental,Dr Singh,Yes,No,1,144,0
Green Valley Hospital,28.7,77.3,2022,4,15,9,X-ray,Dr Ray,Yes,No,4,452,9
Green Valley Hospital,28.7,77.3,2024,9,32,17,Orthopedic,Dr Patel,Yes,No,2,226,6
Metro Hospital,28.65,77.25,2024,6,2,3,Cardiology,Dr Gupta,Yes,No,3,312,10
Metro Hospital,28.65,77.25,2022,21,71,45,Orthopedic,Dr Sharma,Yes,No,2,282,2
Metro Hospital,28.65,77.25,2024,13,56,70,X-ray,Dr Ray,No,Yes,4,448,3
Green Valley Hospital,28.7,77.3,2023,21,171,154,Emergency,Dr Smith,No,Yes,0,50,0
Green Valley Hospital,28.7,77.3,2022,12,61,28,Cardiology,Dr Gupta,Yes,No,3,335,3
Green Valley Hospital,28.7,77.3,2023,1,10,8,Orthopedic,Dr Patel,Yes,No,2,241,7
Metro Hospital,28.65,77.25,2022,10,162,134,Emergency,Dr Doe,No,Yes,0,27,0
Green Valley Hospital,28.7,77.3,2024,22,31,57,Cardiology,Dr Kim,No,Yes,3,340,7
City Hospital,28.61,77.2,2022,4,16,9,X-ray,Dr Ray,Yes,No,4,460,7
Green Valley Hospital,28.7,77.3,2023,13,70,48,Orthopedic,Dr Verma,Yes,No,2,226,2
Metro Hospital,28.65,77.25,2024,7,1,3,Dental,Dr Wong,Yes,No,1,131,10
Metro Hospital,28.65,77.25,2022,21,91,84,Orthopedic,Dr Sharma,No,Yes,2,223,0
Green Valley Hospital,28.7,77.3,2024,1,9,8,Cardiology,Dr Gupta,Yes,No,3,310,8
City Hospital,28.61,77.2,2024,3,2,41,Orthopedic,Dr Verma,No,Yes,2,215,9
Green Valley Hospital,28.7,77.3,2022,12,57,29,X-ray,Dr Das,Yes,No,4,474,6
Metro Hospital,28.65,77.25,2022,19,146,64,Emergency,Dr Smith,Yes,No,0,93,0
City Hospital,28.61,77.2,2024,0,44,22,Cardiology,Dr Wright,Yes,No,3,356,6
Metro Hospital,28.65,77.25,2022,1,1,28,Dental,Dr Ali,No,Yes,1,137,10
Metro Hospital,28.65,77.25,2024,17,101,65,Emergency,Dr Allen,Yes,No,0,99,0
Metro Hospital,28.65,77.25,2023,23,2,6,Dental,Dr Ali,Yes,No,1,138,9
City Hospital,28.61,77.2,2024,9,84,48,Emergency,Dr Smith,Yes,No,0,60,3
Green Valley Hospital,28.7,77.3,2023,16,38,20,Cardiology,Dr Wright,Yes,No,3,380,6
City Hospital,28.61,77.2,2024,21,98,68,Orthopedic,Dr Sharma,Yes,No,2,256,0
Metro Hospital,28.65,77.25,2023,8,39,23,Cardiology,Dr Gupta,Yes,No,3,314,6
City Hospital,28.61,77.2,2023,7,91,42,Emergency,Dr Khan,Yes,No,0,11,2
City Hospital,28.61,77.2,2024,21,147,68,Emergency,Dr Doe,Yes,No,0,36,0
City Hospital,28.61,77.2,2023,14,53,35,X-ray,Dr Das,Yes,No,4,451,5
City Hospital,28.61,77.2,2023,11,63,62,Orthopedic,Dr Patel,No,Yes,2,265,3
City Hospital,28.61,77.2,2022,2,11,9,X-ray,Dr Ray,Yes,No,4,471,10
Green Valley Hospital,28.7,77.3,2023,7,44,26,Orthopedic,Dr Patel,Yes,No,2,261,4
City Hospital,28.61,77.2,2024,1,5,6,Cardiology,Dr Wright,Yes,No,3,389,8
Green Valley Hospital,28.7,77.3,2022,7,36,24,X-ray,Dr Das,Yes,No,4,414,5
Metro Hospital,28.65,77.25,2023,1,0,0,Dental,Dr Singh,Yes,No,1,134,7
Metro Hospital,28.65,77.25,2022,5,5,4,Cardiology,Dr Gupta,Yes,No,3,353,6
City Hospital,28.61,77.2,2024,19,90,73,Cardiology,Dr Lee,No,Yes,3,393,2
City Hospital,28.61,77.2,2022,20,81,49,Orthopedic,Dr Reddy,Yes,No,2,289,1
Green Valley Hospital,28.7,77.3,2024,14,55,36,X-ray,Dr Ray,Yes,No,4,460,6
Metro Hospital,28.65,77.25,2022,9,54,26,Cardiology,Dr Lee,Yes,No,3,327,5
Metro Hospital,28.65,77.25,2023,9,32,20,Dental,Dr Singh,Yes,No,1,186,7
Green Valley Hospital,28.7,77.3,2023,6,1,1,Dental,Dr Singh,Yes,No,1,176,9
Metro Hospital,28.65,77.25,2024,7,45,27,Cardiology,Dr Lee,Yes,No,3,323,6
Green Valley Hospital,28.7,77.3,2022,15,47,35,Dental,Dr Singh,Yes,No,1,166,5
Metro Hospital,28.65,77.25,2024,23,2,2,Dental,Dr Singh,Yes,No,1,141,7
City Hospital,28.61,77.2,2022,5,8,5,Orthopedic,Dr Sharma,Yes,No,2,251,6
Green Valley Hospital,28.7,77.3,2022,15,39,21,Orthopedic,Dr Verma,Yes,No,2,253,5
Green Valley Hospital,28.7,77.3,2023,20,102,55,Orthopedic,Dr Patel,Yes,No,2,219,0
City Hospital,28.61,77.2,2023,6,5,7,Cardiology,Dr Lee,Yes,No,3,385,6
City Hospital,28.61,77.2,2022,17,29,23,X-ray,Dr Das,Yes,No,4,435,7
Metro Hospital,28.65,77.25,2023,1,40,20,Emergency,Dr Doe,Yes,No,0,30,3
Green Valley Hospital,28.7,77.3,2022,22,70,40,Emergency,Dr Khan,Yes,No,0,74,2
City Hospital,28.61,77.2,2023,4,44,28,Emergency,Dr Allen,Yes,No,0,95,3
City Hospital,28.61,77.2,2023,13,86,46,Orthopedic,Dr Patel,Yes,No,2,233,1
Metro Hospital,28.65,77.25,2024,1,0,0,Dental,Dr Singh,No,Yes,1,178,7
City Hospital,28.61,77.2,2024,5,40,22,Emergency,Dr Allen,Yes,No,0,16,5
Green Valley Hospital,28.7,77.3,2022,8,54,59,Orthopedic,Dr Patel,No,Yes,2,256,4
City Hospital,28.61,77.2,2022,11,78,55,Dental,Dr Wong,Yes,No,1,159,2
City Hospital,28.61,77.2,2023,21,94,61,Orthopedic,Dr Patel,Yes,No,2,228,2
City Hospital,28.61,77.2,2024,22,41,21,X-ray,Dr Ray,Yes,No,4,460,4
Green Valley Hospital,28.7,77.3,2024,9,35,22,Dental,Dr Singh,Yes,No,1,148,8
Metro Hospital,28.65,77.25,2024,14,87,48,Cardiology,Dr Kim,Yes,No,3,362,3
Metro Hospital,28.65,77.25,2022,17,88,51,Emergency,Dr Doe,Yes,No,0,73,3
Green Valley Hospital,28.7,77.3,2023,15,53,36,Orthopedic,Dr Verma,Yes,No,2,242,4
City Hospital,28.61,77.2,2023,21,49,24,X-ray,Dr Ray,Yes,No,4,479,3
Metro Hospital,28.65,77.25,2024,18,137,79,Emergency,Dr Allen,Yes,No,0,29,0
Metro Hospital,28.65,77.25,2022,17,35,41,Dental,Dr Ali,No,Yes,1,130,5
Green Valley Hospital,28.7,77.3,2022,9,59,29,Emergency,Dr Allen,Yes,No,0,32,3
City Hospital,28.61,77.2,2024,8,92,54,Emergency,Dr Khan,Yes,No,0,22,2
Metro Hospital,28.65,77.25,2023,2,3,40,Dental,Dr Ali,No,Yes,1,198,5
Green Valley Hospital,28.7,77.3,2023,14,57,39,X-ray,Dr Das,Yes,No,4,460,3
City Hospital,28.61,77.2,2023,16,39,23,Cardiology,Dr Lee,Yes,No,3,392,4
Green Valley Hospital,28.7,77.3,2023,7,3,35,Dental,Dr Wong,No,Yes,1,180,6
City Hospital,28.61,77.2,2023,0,90,58,Emergency,Dr Smith,Yes,No,0,47,2
Green Valley Hospital,28.7,77.3,2022,16,63,44,Emergency,Dr Allen,Yes,No,0,56,2
Green Valley Hospital,28.7,77.3,2024,3,2,6,Cardiology,Dr Gupta,Yes,No,3,392,7
City Hospital,28.61,77.2,2022,11,80,41,Cardiology,Dr Gupta,Yes,No,3,362,3
Green Valley Hospital,28.7,77.3,2024,19,94,48,Dental,Dr Singh,Yes,No,1,143,0
City Hospital,28.61,77.2,2022,0,2,6,Dental,Dr Wong,Yes,No,1,171,5
Metro Hospital,28.65,77.25,2023,18,96,39,Orthopedic,Dr Sharma,Yes,No,2,299,1
City Hospital,28.61,77.2,2024,14,165,70,Emergency,Dr Doe,Yes,No,0,52,0
City Hospital,28.61,77.2,2024,22,40,23,Cardiology,Dr Gupta,Yes,No,3,383,5
Metro Hospital,28.65,77.25,2022,6,13,7,X-ray,Dr Das,Yes,No,4,471,6
City Hospital,28.61,77.2,2023,16,46,32,Dental,Dr Wong,Yes,No,1,113,3
Green Valley Hospital,28.7,77.3,2022,18,138,106,Emergency,Dr Smith,No,Yes,0,77,0
City Hospital,28.61,77.2,2023,8,24,20,X-ray,Dr Ray,Yes,No,4,475,6
Green Valley Hospital,28.7,77.3,2024,0,28,16,X-ray,Dr Das,Yes,No,4,459,5
City Hospital,28.61,77.2,2024,11,66,46,Orthopedic,Dr Patel,Yes,No,2,237,3
City Hospital,28.61,77.2,2022,3,15,13,X-ray,Dr Ray,Yes,No,4,444,10
City Hospital,28.61,77.2,2024,22,36,29,Orthopedic,Dr Verma,Yes,No,2,271,6
Green Valley Hospital,28.7,77.3,2024,4,33,21,Emergency,Dr Smith,Yes,No,0,30,5
Metro Hospital,28.65,77.25,2024,6,3,3,Dental,Dr Ali,Yes,No,1,144,6
Green Valley Hospital,28.7,77.3,2023,10,56,27,X-ray,Dr Das,Yes,No,4,483,4
City Hospital,28.61,77.2,2022,5,1,2,Dental,Dr Wong,Yes,No,1,116,7
Metro Hospital,28.65,77.25,2023,0,37,28,Cardiology,Dr Wright,Yes,No,3,389,6
Green Valley Hospital,28.7,77.3,2023,10,91,50,Orthopedic,Dr Patel,Yes,No,2,285,1
City Hospital,28.61,77.2,2023,19,173,100,Emergency,Dr Doe,No,Yes,0,19,0
Green Valley Hospital,28.7,77.3,2024,22,37,62,X-ray,Dr Das,No,Yes,4,412,6
Metro Hospital,28.65,77.25,2022,18,79,55,Cardiology,Dr Lee,Yes,No,3,385,4
City Hospital,28.61,77.2,2023,0,31,24,X-ray,Dr Ray,Yes,No,4,452,4
Metro Hospital,28.65,77.25,2024,23,41,22,Cardiology,Dr Lee,Yes,No,3,365,7
Metro Hospital,28.65,77.25,2024,10,173,108,Emergency,Dr Khan,Yes,No,0,41,0
City Hospital,28.61,77.2,2024,21,94,55,Cardiology,Dr Kim,Yes,No,3,342,1
Green Valley Hospital,28.7,77.3,2022,22,26,18,Cardiology,Dr Wright,Yes,No,3,344,9
