hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
City Hospital,28.61,77.2,2024,23,29,21,Orthopedic,Dr Verma,Yes,No,2,216,5
City Hospital,28.61,77.2,2023,12,57,35,X-ray,Dr Das,Yes,No,4,421,4
Green Valley Hospital,28.7,77.3,2022,6,9,9,Orthopedic,Dr Reddy,Yes,No,2,229,9
Metro Hospital,28.65,77.25,2022,2,11,6,X-ray,Dr Das,Yes,No,4,416,7
Green Valley Hospital,28.7,77.3,2022,23,38,30,Cardiology,Dr Wright,Yes,No,3,331,5
Green Valley Hospital,28.7,77.3,2023,5,16,37,X-ray,Dr Ray,No,Yes,4,475,5
Metro Hospital,28.65,77.25,2023,10,76,35,Orthopedic,Dr Patel,Yes,No,2,257,1
Green Valley Hospital,28.7,77.3,2023,23,89,63,Emergency,Dr Khan,Yes,No,0,83,3
Green Valley Hospital,28.7,77.3,2023,17,43,26,Cardiology,Dr Gupta,Yes,No,3,392,5
Green Valley Hospital,28.7,77.3,2022,18,135,61,Emergency,Dr Khan,Yes,No,0,12,0
City Hospital,28.61,77.2,2022,3,8,5,Orthopedic,Dr Patel,Yes,No,2,266,7
Green Valley Hospital,28.7,77.3,2023,17,109,92,Emergency,Dr Khan,No,Yes,0,40,0
City Hospital,28.61,77.2,2024,10,150,103,Emergency,Dr Khan,Yes,No,0,17,0
Green Valley Hospital,28.7,77.3,2023,20,94,41,Cardiology,Dr Kim,Yes,No,3,315,1
City Hospital,28.61,77.2,2023,1,19,13,X-ray,Dr Ray,Yes,No,4,451,8
Green Valley Hospital,28.7,77.3,2023,9,44,52,Dental,Dr Singh,No,Yes,1,145,3
Green Valley Hospital,28.7,77.3,2023,11,144,80,Emergency,Dr Doe,Yes,No,0,89,0
City Hospital,28.61,77.2,2022,8,32,17,Dental,Dr Singh,Yes,No,1,116,4
Green Valley Hospital,28.7,77.3,2022,5,0,0,Dental,Dr Singh,Yes,No,1,168,5
Metro Hospital,28.65,77.25,2023,22,38,26,X-ray,Dr Ray,Yes,No,4,419,7
Metro Hospital,28.65,77.25,2022,2,10,43,Cardiology,Dr Gupta,No,Yes,3,373,5
Metro Hospital,28.65,77.25,2023,19,79,42,Cardiology,Dr Kim,Yes,No,3,399,3
Metro Hospital,28.65,77.25,2023,9,35,24,Orthopedic,Dr Verma,Yes,No,2,296,5
Green Valley Hospital,28.7,77.3,2022,0,97,49,Emergency,Dr Doe,Yes,No,0,89,3
Metro Hospital,28.65,77.25,2023,3,7,3,X-ray,Dr Ray,Yes,No,4,455,8
Green Valley Hospital,28.7,77.3,2023,19,176,95,Emergency,Dr Doe,Yes,No,0,62,0
City Hospital,28.61,77.2,2024,7,95,55,Emergency,Dr Doe,Yes,No,0,23,1
Green Valley Hospital,28.7,77.3,2024,11,151,87,Emergency,Dr Allen,Yes,No,0,33,0
City Hospital,28.61,77.2,2024,9,58,42,Emergency,Dr Khan,Yes,No,0,58,2
Metro Hospital,28.65,77.25,2022,16,37,17,X-ray,Dr Das,Yes,No,4,474,6
Green Valley Hospital,28.7,77.3,2023,16,37,22,Cardiology,Dr Gupta,Yes,No,3,395,6
Metro Hospital,28.65,77.25,2024,7,37,19,Orthopedic,Dr Verma,Yes,No,2,226,6
Metro Hospital,28.65,77.25,2024,17,51,59,Orthopedic,Dr Reddy,No,Yes,2,282,2
Green Valley Hospital,28.7,77.3,2022,13,44,21,X-ray,Dr Das,Yes,No,4,442,4
City Hospital,28.61,77.2,2022,21,59,33,X-ray,Dr Das,Yes,No,4,424,2
Green Valley Hospital,28.7,77.3,2023,13,50,58,X-ray,Dr Ray,No,Yes,4,411,4
Metro Hospital,28.65,77.25,2023,6,8,5,Cardiology,Dr Kim,Yes,No,3,364,10
Green Valley Hospital,28.7,77.3,2023,2,1,5,Dental,Dr Singh,Yes,No,1,187,5
Metro Hospital,28.65,77.25,2024,17,36,20,X-ray,Dr Ray,Yes,No,4,462,4
City Hospital,28.61,77.2,2023,5,3,4,Dental,Dr Wong,Yes,No,1,123,8
Green Valley Hospital,28.7,77.3,2024,14,69,49,Orthopedic,Dr Verma,Yes,No,2,263,3
Metro Hospital,28.65,77.25,2023,6,4,33,Orthopedic,Dr Verma,No,Yes,2,212,6
Green Valley Hospital,28.7,77.3,2023,9,30,20,Cardiology,Dr Kim,Yes,No,3,315,6
Green Valley Hospital,28.7,77.3,2024,19,74,51,Dental,Dr Singh,Yes,No,1,169,2
Green Valley Hospital,28.7,77.3,2022,12,150,79,Emergency,Dr Doe,Yes,No,0,27,0
Metro Hospital,28.65,77.25,2022,16,30,19,Dental,Dr Wong,Yes,No,1,136,5
Green Valley Hospital,28.7,77.3,2022,23,66,44,Emergency,Dr Khan,Yes,No,0,98,3
Metro Hospital,28.65,77.25,2024,15,79,50,Emergency,Dr Smith,Yes,No,0,19,2
Metro Hospital,28.65,77.25,2022,4,3,6,Dental,Dr Wong,Yes,No,1,112,8
City Hospital,28.61,77.2,2022,21,73,44,Cardiology,Dr Kim,Yes,No,3,376,4
City Hospital,28.61,77.2,2023,15,48,47,Dental,Dr Wong,No,Yes,1,144,5
Green Valley Hospital,28.7,77.3,2024,12,83,45,Dental,Dr Wong,Yes,No,1,114,2
City Hospital,28.61,77.2,2024,14,152,135,Emergency,Dr Doe,No,Yes,0,41,0
City Hospital,28.61,77.2,2023,6,43,26,Emergency,Dr Smith,Yes,No,0,54,5
Green Valley Hospital,28.7,77.3,2023,15,50,30,Orthopedic,Dr Reddy,Yes,No,2,246,5
City Hospital,28.61,77.2,2024,8,43,23,Orthopedic,Dr Patel,Yes,No,2,234,5
Green Valley Hospital,28.7,77.3,2023,4,8,7,X-ray,Dr Das,Yes,No,4,484,6
Metro Hospital,28.65,77.25,2022,19,72,45,Dental,Dr Ali,Yes,No,1,164,3
Green Valley Hospital,28.7,77.3,2024,9,38,18,X-ray,Dr Das,Yes,No,4,475,5
Green Valley Hospital,28.7,77.3,2023,11,80,49,Dental,Dr Wong,Yes,No,1,132,3
City Hospital,28.61,77.2,2024,17,29,18,X-ray,Dr Ray,Yes,No,4,444,7
City Hospital,28.61,77.2,2024,9,36,25,Dental,Dr Ali,Yes,No,1,117,6
Green Valley Hospital,28.7,77.3,2023,1,2,2,Cardiology,Dr Kim,Yes,No,3,353,8
City Hospital,28.61,77.2,2022,5,17,12,X-ray,Dr Das,Yes,No,4,480,6
City Hospital,28.61,77.2,2022,14,51,35,X-ray,Dr Ray,Yes,No,4,472,5
City Hospital,28.61,77.2,2023,19,60,40,X-ray,Dr Das,Yes,No,4,417,3
Metro Hospital,28.65,77.25,2023,11,56,31,X-ray,Dr Das,Yes,No,4,459,4
Metro Hospital,28.65,77.25,2023,5,15,8,X-ray,Dr Ray,Yes,No,4,476,8
City Hospital,28.61,77.2,2024,11,71,87,Dental,Dr Singh,No,Yes,1,141,3
City Hospital,28.61,77.2,2023,9,77,91,Emergency,Dr Smith,No,Yes,0,95,3
Green Valley Hospital,28.7,77.3,2024,20,84,51,Cardiology,Dr Kim,Yes,No,3,374,2
City Hospital,28.61,77.2,2022,16,98,59,Emergency,Dr Doe,Yes,No,0,57,3
Green Valley Hospital,28.7,77.3,2022,8,50,24,Dental,Dr Wong,Yes,No,1,130,4
City Hospital,28.61,77.2,2024,14,94,45,Cardiology,Dr Wright,Yes,No,3,348,1
Green Valley Hospital,28.7,77.3,2024,21,71,44,X-ray,Dr Ray,Yes,No,4,435,4
Green Valley Hospital,28.7,77.3,2024,0,25,15,Orthopedic,Dr Verma,Yes,No,2,234,6
Green Valley Hospital,28.7,77.3,2023,10,151,90,Emergency,Dr Khan,Yes,No,0,20,0
City Hospital,28.61,77.2,2022,23,30,51,Orthopedic,Dr Verma,No,Yes,2,299,8
Green Valley Hospital,28.7,77.3,2024,23,93,84,Emergency,Dr Doe,No,Yes,0,32,1
Metro Hospital,28.65,77.25,2022,3,2,4,Dental,Dr Singh,Yes,No,1,129,7
Metro Hospital,28.65,77.25,2022,9,99,72,Emergency,Dr Khan,Yes,No,0,83,2
Metro Hospital,28.65,77.25,2023,5,10,34,Orthopedic,Dr Patel,No,Yes,2,210,8
Metro Hospital,28.65,77.25,2023,21,75,37,X-ray,Dr Ray,Yes,No,4,476,2
City Hospital,28.61,77.2,2023,22,99,48,Emergency,Dr Khan,Yes,No,0,88,2
City Hospital,28.61,77.2,2022,23,33,18,X-ray,Dr Das,Yes,No,4,479,8
Metro Hospital,28.65,77.25,2023,16,32,25,Dental,Dr Singh,Yes,No,1,180,6
Metro Hospital,28.65,77.25,2022,10,49,67,X-ray,Dr Das,No,Yes,4,495,5
Green Valley Hospital,28.7,77.3,2022,6,40,25,Emergency,Dr Smith,Yes,No,0,55,3
City Hospital,28.61,77.2,2022,4,2,3,Cardiology,Dr Lee,Yes,No,3,357,9
Metro Hospital,28.65,77.25,2024,9,98,90,Emergency,Dr Khan,No,Yes,0,63,2
Metro Hospital,28.65,77.25,2024,3,31,21,Emergency,Dr Smith,Yes,No,0,74,5
Metro Hospital,28.65,77.25,2023,21,129,61,Emergency,Dr Doe,Yes,No,0,16,0
Green Valley Hospital,28.7,77.3,2023,12,44,22,X-ray,Dr Ray,Yes,No,4,491,3
City Hospital,28.61,77.2,2024,21,73,85,Orthopedic,Dr Patel,No,Yes,2,282,4
City Hospital,28.61,77.2,2024,14,140,73,Emergency,Dr Allen,Yes,No,0,27,0
City Hospital,28.61,77.2,2022,22,31,14,Cardiology,Dr Lee,Yes,No,3,396,4
Green Valley Hospital,28.7,77.3,2024,19,74,45,Cardiology,Dr Gupta,Yes,No,3,344,3
Metro Hospital,28.65,77.25,2023,8,54,65,Cardiology,Dr Gupta,No,Yes,3,315,4
Green Valley Hospital,28.7,77.3,2022,7,2,5,Dental,Dr Wong,Yes,No,1,153,7
City Hospital,28.61,77.2,2022,16,27,17,Dental,Dr Ali,Yes,No,1,125,7
City Hospital,28.61,77.2,2024,9,91,68,Emergency,Dr Smith,Yes,No,0,28,2
City Hospital,28.61,77.2,2022,13,70,51,Dental,Dr Wong,Yes,No,1,169,3
Green Valley Hospital,28.7,77.3,2022,13,83,42,Orthopedic,Dr Verma,Yes,No,2,215,3
Green Valley Hospital,28.7,77.3,2024,13,64,28,Orthopedic,Dr Patel,Yes,No,2,299,3
City Hospital,28.61,77.2,2022,3,17,13,X-ray,Dr Das,Yes,No,4,493,5
Green Valley Hospital,28.7,77.3,2024,20,74,50,Dental,Dr Wong,Yes,No,1,170,4
Metro Hospital,28.65,77.25,2022,10,76,35,Dental,Dr Ali,Yes,No,1,180,3
Metro Hospital,28.65,77.25,2024,12,71,33,Cardiology,Dr Lee,Yes,No,3,359,1
Metro Hospital,28.65,77.25,2024,13,92,91,Cardiology,Dr Kim,No,Yes,3,377,0
Green Valley Hospital,28.7,77.3,2023,22,52,35,Orthopedic,Dr Reddy,Yes,No,2,216,5
Green Valley Hospital,28.7,77.3,2022,9,25,13,Cardiology,Dr Kim,Yes,No,3,355,5
City Hospital,28.61,77.2,2023,1,35,49,Emergency,Dr Khan,No,Yes,0,39,2
Metro Hospital,28.65,77.25,2023,13,127,62,Emergency,Dr Smith,Yes,No,0,13,0
Green Valley Hospital,28.7,77.3,2024,22,24,19,X-ray,Dr Ray,Yes,No,4,482,8
Green Valley Hospital,28.7,77.3,2023,4,3,3,Dental,Dr Wong,Yes,No,1,178,7
Metro Hospital,28.65,77.25,2024,11,84,42,Orthopedic,Dr Verma,Yes,No,2,233,2
City Hospital,28.61,77.2,2023,14,68,47,X-ray,Dr Ray,Yes,No,4,441,3
City Hospital,28.61,77.2,2023,1,8,7,Orthopedic,Dr Sharma,Yes,No,2,269,7
Metro Hospital,28.65,77.25,2022,0,58,74,Emergency,Dr Smith,No,Yes,0,31,3
City Hospital,28.61,77.2,2022,12,84,42,Dental,Dr Singh,Yes,No,1,112,2
Metro Hospital,28.65,77.25,2024,17,49,60,Cardiology,Dr Kim,No,Yes,3,380,5
City Hospital,28.61,77.2,2024,6,14,48,X-ray,Dr Das,No,Yes,4,483,8
Metro Hospital,28.65,77.25,2023,9,92,100,Emergency,Dr Doe,No,Yes,0,92,2
City Hospital,28.61,77.2,2022,8,36,23,Dental,Dr Wong,Yes,No,1,115,4
City Hospital,28.61,77.2,2024,9,77,50,Emergency,Dr Smith,Yes,No,0,48,3
Green Valley Hospital,28.7,77.3,2023,5,1,32,Dental,Dr Wong,No,Yes,1,147,8
City Hospital,28.61,77.2,2023,9,75,49,Emergency,Dr Doe,Yes,No,0,37,4
Green Valley Hospital,28.7,77.3,2022,22,52,29,Orthopedic,Dr Sharma,Yes,No,2,222,5
City Hospital,28.61,77.2,2023,19,178,102,Emergency,Dr Khan,No,Yes,0,89,0
Green Valley Hospital,28.7,77.3,2022,2,0,0,Dental,Dr Singh,Yes,No,1,126,8
Metro Hospital,28.65,77.25,2022,5,3,5,Cardiology,Dr Kim,Yes,No,3,383,7
Metro Hospital,28.65,77.25,2023,19,69,43,X-ray,Dr Ray,Yes,No,4,454,4
City Hospital,28.61,77.2,2023,1,0,0,Dental,Dr Singh,Yes,No,1,136,5
Metro Hospital,28.65,77.25,2022,3,2,4,Dental,Dr Wong,Yes,No,1,161,7
Green Valley Hospital,28.7,77.3,2023,14,63,38,Cardiology,Dr Wright,Yes,No,3,381,2
Metro Hospital,28.65,77.25,2022,6,8,8,Cardiology,Dr Lee,Yes,No,3,311,7
City Hospital,28.61,77.2,2023,11,79,37,Cardiology,Dr Gupta,Yes,No,3,387,1
Metro Hospital,28.65,77.25,2024,4,9,8,Cardiology,Dr Gupta,Yes,No,3,377,6
Green Valley Hospital,28.7,77.3,2023,18,74,37,Orthopedic,Dr Patel,Yes,No,2,233,2
Metro Hospital,28.65,77.25,2023,20,147,80,Emergency,Dr Smith,Yes,No,0,35,0
Metro Hospital,28.65,77.25,2024,10,74,65,Cardiology,Dr Lee,No,Yes,3,378,1
Green Valley Hospital,28.7,77.3,2022,13,84,42,Cardiology,Dr Gupta,Yes,No,3,346,3
Green Valley Hospital,28.7,77.3,2023,21,97,49,Orthopedic,Dr Verma,Yes,No,2,258,2
City Hospital,28.61,77.2,2024,15,38,17,Dental,Dr Wong,Yes,No,1,124,6
Green Valley Hospital,28.7,77.3,2024,22,42,31,Cardiology,Dr Wright,Yes,No,3,347,6
Metro Hospital,28.65,77.25,2024,14,84,49,Dental,Dr Singh,Yes,No,1,196,2
Metro Hospital,28.65,77.25,2022,13,53,26,X-ray,Dr Das,Yes,No,4,454,4
Green Valley Hospital,28.7,77.3,2023,11,123,83,Emergency,Dr Allen,Yes,No,0,82,0
Green Valley Hospital,28.7,77.3,2024,22,73,71,Emergency,Dr Khan,No,Yes,0,99,3
City Hospital,28.61,77.2,2022,3,3,5,Orthopedic,Dr Reddy,Yes,No,2,263,7
Green Valley Hospital,28.7,77.3,2022,14,62,33,X-ray,Dr Das,Yes,No,4,417,5
City Hospital,28.61,77.2,2022,3,3,6,Cardiology,Dr Gupta,Yes,No,3,368,7
City Hospital,28.61,77.2,2023,19,60,52,X-ray,Dr Das,No,Yes,4,437,5
Metro Hospital,28.65,77.25,2022,1,5,5,Orthopedic,Dr Patel,Yes,No,2,223,8
City Hospital,28.61,77.2,2022,13,62,39,Cardiology,Dr Wright,Yes,No,3,399,4
Metro Hospital,28.65,77.25,2024,15,26,15,Cardiology,Dr Lee,Yes,No,3,363,5
Green Valley Hospital,28.7,77.3,2024,9,43,21,Orthopedic,Dr Verma,Yes,No,2,277,6
City Hospital,28.61,77.2,2024,0,39,24,Orthopedic,Dr Sharma,Yes,No,2,238,4
Green Valley Hospital,28.7,77.3,2022,17,101,43,Emergency,Dr Allen,Yes,No,0,63,0
Green Valley Hospital,28.7,77.3,2024,17,23,12,X-ray,Dr Das,Yes,No,4,497,7
Green Valley Hospital,28.7,77.3,2022,6,11,34,Orthopedic,Dr Sharma,No,Yes,2,298,8
City Hospital,28.61,77.2,2022,6,0,0,Dental,Dr Wong,Yes,No,1,131,10
Metro Hospital,28.65,77.25,2023,4,18,16,X-ray,Dr Das,Yes,No,4,442,6
City Hospital,28.61,77.2,2022,1,19,40,X-ray,Dr Das,No,Yes,4,436,4
Metro Hospital,28.65,77.25,2022,7,3,2,Dental,Dr Ali,Yes,No,1,177,10
Metro Hospital,28.65,77.25,2024,17,66,45,Emergency,Dr Smith,Yes,No,0,69,1
Metro Hospital,28.65,77.25,2022,6,17,44,X-ray,Dr Das,No,Yes,4,455,4
City Hospital,28.61,77.2,2024,17,26,44,Dental,Dr Singh,No,Yes,1,140,5
City Hospital,28.61,77.2,2024,13,148,61,Emergency,Dr Smith,Yes,No,0,97,0
Metro Hospital,28.65,77.25,2024,7,35,24,Orthopedic,Dr Verma,Yes,No,2,230,3
Metro Hospital,28.65,77.25,2024,16,30,42,Dental,Dr Wong,No,Yes,1,112,7
Green Valley Hospital,28.7,77.3,2023,15,34,17,X-ray,Dr Ray,Yes,No,4,466,6
Metro Hospital,28.65,77.25,2024,23,1,5,Dental,Dr Singh,Yes,No,1,169,10
Green Valley Hospital,28.7,77.3,2023,19,55,40,X-ray,Dr Das,Yes,No,4,432,6
Green Valley Hospital,28.7,77.3,2024,10,129,69,Emergency,Dr Smith,Yes,No,0,38,0
Metro Hospital,28.65,77.25,2023,2,44,29,Emergency,Dr Allen,Yes,No,0,63,4
City Hospital,28.61,77.2,2022,7,76,42,Emergency,Dr Doe,Yes,No,0,20,4
Green Valley Hospital,28.7,77.3,2024,18,163,135,Emergency,Dr Allen,No,Yes,0,20,0
City Hospital,28.61,77.2,2023,14,61,70,X-ray,Dr Das,No,Yes,4,454,3
City Hospital,28.61,77.2,2024,23,44,64,Orthopedic,Dr Sharma,No,Yes,2,219,3
Green Valley Hospital,28.7,77.3,2023,7,0,0,Dental,Dr Ali,Yes,No,1,130,8
City Hospital,28.61,77.2,2023,0,93,106,Emergency,Dr Allen,No,Yes,0,31,2
City Hospital,28.61,77.2,2023,0,102,67,Emergency,Dr Khan,Yes,No,0,75,0
City Hospital,28.61,77.2,2023,18,70,33,X-ray,Dr Das,Yes,No,4,412,3
Green Valley Hospital,28.7,77.3,2024,10,84,51,Cardiology,Dr Lee,Yes,No,3,389,0
Metro Hospital,28.65,77.25,2024,17,41,29,Cardiology,Dr Wright,Yes,No,3,317,4
Green Valley Hospital,28.7,77.3,2022,20,183,107,Emergency,Dr Khan,Yes,No,0,63,0
Metro Hospital,28.65,77.25,2024,14,151,79,Emergency,Dr Khan,Yes,No,0,87,0
Metro Hospital,28.65,77.25,2024,22,35,23,Orthopedic,Dr Reddy,Yes,No,2,295,6
City Hospital,28.61,77.2,2024,23,64,40,Emergency,Dr Khan,Yes,No,0,17,4
Green Valley Hospital,28.7,77.3,2022,6,3,4,Cardiology,Dr Gupta,Yes,No,3,342,7
Metro Hospital,28.65,77.25,2023,7,38,29,Orthopedic,Dr Sharma,Yes,No,2,285,6
Metro Hospital,28.65,77.25,2022,18,72,44,X-ray,Dr Das,Yes,No,4,450,1
City Hospital,28.61,77.2,2022,22,3,6,Dental,Dr Ali,Yes,No,1,175,9
Green Valley Hospital,28.7,77.3,2023,5,3,2,Dental,Dr Singh,Yes,No,1,183,10
Green Valley Hospital,28.7,77.3,2022,4,10,10,Cardiology,Dr Gupta,Yes,No,3,392,9
City Hospital,28.61,77.2,2023,4,11,9,Cardiology,Dr Kim,Yes,No,3,363,6
Green Valley Hospital,28.7,77.3,2022,1,3,5,Cardiology,Dr Lee,Yes,No,3,327,8
Green Valley Hospital,28.7,77.3,2022,16,30,14,X-ray,Dr Ray,Yes,No,4,456,6
Metro Hospital,28.65,77.25,2024,9,52,28,Dental,Dr Wong,Yes,No,1,116,4
Metro Hospital,28.65,77.25,2022,6,11,9,Cardiology,Dr Gupta,Yes,No,3,397,8
Metro Hospital,28.65,77.25,2023,13,83,54,Dental,Dr Singh,Yes,No,1,199,3
City Hospital,28.61,77.2,2023,4,36,26,Emergency,Dr Doe,Yes,No,0,34,3
Metro Hospital,28.65,77.25,2022,11,71,50,Cardiology,Dr Lee,Yes,No,3,347,4
Green Valley Hospital,28.7,77.3,2023,20,69,49,X-ray,Dr Das,Yes,No,4,449,3
Metro Hospital,28.65,77.25,2022,21,1,4,Dental,Dr Singh,Yes,No,1,121,8
City Hospital,28.61,77.2,2024,19,148,65,Emergency,Dr Khan,Yes,No,0,66,0
Green Valley Hospital,28.7,77.3,2022,23,27,19,X-ray,Dr Ray,Yes,No,4,420,7
City Hospital,28.61,77.2,2022,23,37,19,Cardiology,Dr Gupta,Yes,No,3,311,5
City Hospital,28.61,77.2,2024,21,2,5,Dental,Dr Ali,Yes,No,1,135,9
Metro Hospital,28.65,77.25,2022,1,17,28,X-ray,Dr Ray,No,Yes,4,473,9
City Hospital,28.61,77.2,2024,8,32,26,X-ray,Dr Ray,Yes,No,4,495,5
Green Valley Hospital,28.7,77.3,2024,2,10,8,Cardiology,Dr Gupta,Yes,No,3,322,10
City Hospital,28.61,77.2,2022,0,27,20,Cardiology,Dr Gupta,Yes,No,3,394,5
Metro Hospital,28.65,77.25,2022,21,3,4,Dental,Dr Ali,Yes,No,1,186,6
Metro Hospital,28.65,77.25,2023,1,11,12,Cardiology,Dr Wright,Yes,No,3,321,8
Metro Hospital,28.65,77.25,2024,21,62,43,X-ray,Dr Ray,Yes,No,4,456,2
Metro Hospital,28.65,77.25,2022,21,91,60,Orthopedic,Dr Sharma,Yes,No,2,256,2
Metro Hospital,28.65,77.25,2023,3,13,42,X-ray,Dr Ray,No,Yes,4,441,8
Metro Hospital,28.65,77.25,2024,11,142,85,Emergency,Dr Smith,Yes,No,0,30,0
Metro Hospital,28.65,77.25,2023,17,96,80,Emergency,Dr Khan,No,Yes,0,23,2
City Hospital,28.61,77.2,2022,14,94,58,Cardiology,Dr Lee,Yes,No,3,317,0
City Hospital,28.61,77.2,2022,10,48,44,X-ray,Dr Ray,No,Yes,4,443,4
Green Valley Hospital,28.7,77.3,2023,22,96,47,Emergency,Dr Khan,Yes,No,0,88,2
Green Valley Hospital,28.7,77.3,2024,4,1,42,Dental,Dr Wong,No,Yes,1,196,7
Green Valley Hospital,28.7,77.3,2023,15,23,15,X-ray,Dr Ray,Yes,No,4,484,5
City Hospital,28.61,77.2,2024,13,84,56,Cardiology,Dr Lee,Yes,No,3,377,2
City Hospital,28.61,77.2,2022,5,11,10,Cardiology,Dr Lee,Yes,No,3,353,10
Metro Hospital,28.65,77.25,2023,7,68,47,Emergency,Dr Khan,Yes,No,0,56,4
City Hospital,28.61,77.2,2022,4,28,17,Emergency,Dr Doe,Yes,No,0,96,7
City Hospital,28.61,77.2,2022,1,19,11,X-ray,Dr Das,Yes,No,4,439,4
Metro Hospital,28.65,77.25,2024,9,82,51,Emergency,Dr Smith,Yes,No,0,21,3
Metro Hospital,28.65,77.25,2024,22,103,63,Emergency,Dr Allen,Yes,No,0,30,0
Metro Hospital,28.65,77.25,2024,7,32,20,Orthopedic,Dr Patel,Yes,No,2,217,6
City Hospital,28.61,77.2,2024,4,7,3,X-ray,Dr Ray,Yes,No,4,413,7
Green Valley Hospital,28.7,77.3,2023,10,86,49,Cardiology,Dr Kim,Yes,No,3,393,1
Metro Hospital,28.65,77.25,2022,14,61,32,X-ray,Dr Ray,Yes,No,4,420,3
Green Valley Hospital,28.7,77.3,2022,21,63,40,X-ray,Dr Ray,Yes,No,4,438,2
Metro Hospital,28.65,77.25,2022,19,75,46,Dental,Dr Ali,Yes,No,1,157,3
Metro Hospital,28.65,77.25,2023,17,77,43,Emergency,Dr Smith,Yes,No,0,97,2
Metro Hospital,28.65,77.25,2023,7,96,41,Emergency,Dr Allen,Yes,No,0,15,1
Green Valley Hospital,28.7,77.3,2024,18,71,38,Dental,Dr Singh,Yes,No,1,198,2
City Hospital,28.61,77.2,2024,18,139,89,Emergency,Dr Khan,Yes,No,0,45,0
Green Valley Hospital,28.7,77.3,2024,15,37,22,X-ray,Dr Ray,Yes,No,4,466,7
City Hospital,28.61,77.2,2022,16,40,49,Orthopedic,Dr Patel,No,Yes,2,281,5
Metro Hospital,28.65,77.25,2023,18,73,55,Cardiology,Dr Lee,Yes,No,3,324,4
Green Valley Hospital,28.7,77.3,2023,11,64,62,Orthopedic,Dr Verma,No,Yes,2,270,4
Green Valley Hospital,28.7,77.3,2024,3,11,10,Cardiology,Dr Kim,Yes,No,3,386,6
Green Valley Hospital,28.7,77.3,2023,18,74,40,Dental,Dr Singh,Yes,No,1,176,2
City Hospital,28.61,77.2,2023,0,28,17,X-ray,Dr Ray,Yes,No,4,451,9
City Hospital,28.61,77.2,2023,10,130,79,Emergency,Dr Smith,Yes,No,0,81,0
Green Valley Hospital,28.7,77.3,2024,1,14,7,X-ray,Dr Ray,Yes,No,4,442,6
Green Valley Hospital,28.7,77.3,2022,17,40,18,X-ray,Dr Das,Yes,No,4,416,4
City Hospital,28.61,77.2,2023,23,3,3,Dental,Dr Wong,Yes,No,1,199,7
Green Valley Hospital,28.7,77.3,2022,22,89,42,Emergency,Dr Smith,Yes,No,0,29,2
Green Valley Hospital,28.7,77.3,2024,21,76,57,Orthopedic,Dr Reddy,Yes,No,2,263,3
Metro Hospital,28.65,77.25,2023,15,40,31,X-ray,Dr Das,Yes,No,4,487,7
Green Valley Hospital,28.7,77.3,2024,14,86,49,Cardiology,Dr Kim,Yes,No,3,377,3
City Hospital,28.61,77.2,2024,11,82,53,Cardiology,Dr Lee,Yes,No,3,379,2
Metro Hospital,28.65,77.25,2024,0,36,22,Cardiology,Dr Gupta,Yes,No,3,340,6
Metro Hospital,28.65,77.25,2023,19,73,35,Cardiology,Dr Lee,Yes,No,3,390,2
Green Valley Hospital,28.7,77.3,2024,5,36,23,Emergency,Dr Doe,Yes,No,0,44,5
Green Valley Hospital,28.7,77.3,2022,21,96,50,Cardiology,Dr Wright,Yes,No,3,326,0
Metro Hospital,28.65,77.25,2022,13,90,72,Orthopedic,Dr Patel,No,Yes,2,215,1
Metro Hospital,28.65,77.25,2024,2,48,56,Emergency,Dr Doe,No,Yes,0,46,4
Green Valley Hospital,28.7,77.3,2023,2,32,50,Emergency,Dr Khan,No,Yes,0,11,5
City Hospital,28.61,77.2,2023,15,40,61,X-ray,Dr Ray,No,Yes,4,470,7
Green Valley Hospital,28.7,77.3,2024,11,164,111,Emergency,Dr Allen,Yes,No,0,93,0
City Hospital,28.61,77.2,2023,4,9,4,X-ray,Dr Ray,Yes,No,4,484,7
Green Valley Hospital,28.7,77.3,2024,6,9,6,Cardiology,Dr Wright,Yes,No,3,320,8
Metro Hospital,28.65,77.25,2022,20,78,49,Orthopedic,Dr Reddy,Yes,No,2,283,2
Green Valley Hospital,28.7,77.3,2023,2,7,8,Orthopedic,Dr Patel,Yes,No,2,210,9
City Hospital,28.61,77.2,2022,4,13,10,X-ray,Dr Ray,Yes,No,4,446,10
Green Valley Hospital,28.7,77.3,2023,0,31,17,Orthopedic,Dr Reddy,Yes,No,2,213,6
City Hospital,28.61,77.2,2023,15,95,58,Emergency,Dr Doe,Yes,No,0,64,2
Metro Hospital,28.65,77.25,2022,9,33,20,Dental,Dr Wong,Yes,No,1,195,6
Green Valley Hospital,28.7,77.3,2024,23,106,68,Emergency,Dr Allen,Yes,No,0,27,0
Metro Hospital,28.65,77.25,2022,15,29,16,Dental,Dr Ali,Yes,No,1,142,8
City Hospital,28.61,77.2,2023,10,68,46,Dental,Dr Singh,Yes,No,1,113,4
City Hospital,28.61,77.2,2022,7,95,46,Emergency,Dr Doe,Yes,No,0,97,2
Green Valley Hospital,28.7,77.3,2022,6,3,29,Dental,Dr Ali,No,Yes,1,187,7
Green Valley Hospital,28.7,77.3,2022,7,73,43,Emergency,Dr Smith,Yes,No,0,33,3
